Index,Product ID,Product Title,Raw Description,Brand,Category,Target Language
4380,NQI35ETlUr,Silent Speakerphone Stove Tablet Smart,Silent Speakerphone Stove Tablet Smart by Oconnell-Hester is a lightweight; portable; compact; rechargeable product for customers shopping in Grooming Tools.,Harrell-Reyes,Grooming Tools,Dutch
4381,ON1ax6rwT5,Compact Lamp Lamp Kettle Silent Max Air,Compact Lamp Lamp Kettle Silent Max Air by Vasquez PLC is a waterproof; lightweight product for customers shopping in Furniture.,"Lutz, Rhodes and Guzman",Furniture,German
4382,2pe143Ezxa,Compact Iron Toaster Projector Prime Plus Portable,"Compact Iron Toaster Projector Prime Plus Portable by Holmes, English and Barajas is a rechargeable; eco-friendly; premium; lightweight product for customers shopping in Health & Wellness.","Potter, Bernard and Cantrell",Health & Wellness,Spanish
4383,wCpsFh4foD,Premium Watch Camera Ultra Portable,"Premium Watch Camera Ultra Portable by Mcdonald-Wood is a wireless; rechargeable; compact product for customers shopping in Accessories (Bags, Hats, Belts).","Case, Hood and Carroll","Accessories (Bags, Hats, Belts)",Portuguese
4384,JUtxWTSVv9,Eco Lamp Pro Pro,"Eco Lamp Pro Pro by Swanson, Gonzalez and Mack is a rechargeable; compact; premium product for customers shopping in Office Supplies.",Roach PLC,Office Supplies,Spanish
4385,SOY2HuVjH3,Wireless Heater Toaster Stove Sense,"Wireless Heater Toaster Stove Sense by Shepard, Donaldson and Bridges is a compact; lightweight; portable product for customers shopping in Cameras & Accessories.",Greene-Gillespie,Cameras & Accessories,Italian
4386,PfFEWcKq0M,Smart Lock Freezer Eco Clean Smart,"Smart Lock Freezer Eco Clean Smart by Spencer, Coleman and Carter is a eco-friendly; premium; portable product for customers shopping in Fitness Equipment.","Sheppard, Spencer and Houston",Fitness Equipment,Spanish
4387,c4mifv6I8g,Mini Fridge Camera Fast,Mini Fridge Camera Fast by Mercado LLC is a lightweight; premium; portable; eco-friendly product for customers shopping in Grooming Tools.,Mcclain-Orr,Grooming Tools,Portuguese
4388,aUBGb3JgDH,Lock,Lock by Sampson and Sons is a portable; lightweight; rechargeable product for customers shopping in Kitchen Appliances.,Dorsey-Roach,Kitchen Appliances,Portuguese
4389,zMkLj3sbvX,Camera Drone Fan,Camera Drone Fan by Rangel-Simpson is a portable; rechargeable; lightweight; wireless product for customers shopping in Women's Clothing.,Dunlap-Perry,Women's Clothing,Portuguese
4390,fniKm2hEKS,Portable Camera Portable Smart Smart,"Portable Camera Portable Smart Smart by Juarez, Bernard and Mccoy is a compact; eco-friendly; portable; waterproof product for customers shopping in Clothing & Apparel.","Lam, Rowland and Holden",Clothing & Apparel,French
4391,Z8IApUNQlK,Grill Microphone Projector,Grill Microphone Projector by Brock Inc is a rechargeable; waterproof product for customers shopping in Women's Clothing.,"Pratt, Arellano and Terry",Women's Clothing,Dutch
4392,Hcj8ecWwLZ,Clean Lamp Freezer 360,"Clean Lamp Freezer 360 by Harmon, Schroeder and Cunningham is a wireless; portable; rechargeable product for customers shopping in Camping & Hiking.",Cooke PLC,Camping & Hiking,Italian
4393,Xe2E4F3tc2,Portable Iron Thermostat Eco Smart Compact,"Portable Iron Thermostat Eco Smart Compact by Duran, Melendez and Warren is a portable; lightweight; waterproof product for customers shopping in Headphones & Earbuds.",Bradley LLC,Headphones & Earbuds,German
4394,sS7fEtLUxA,Advanced Thermostat Fast Wireless Air,Advanced Thermostat Fast Wireless Air by Barr-Mcconnell is a wireless; waterproof product for customers shopping in Bedding & Bath.,Miranda PLC,Bedding & Bath,Dutch
4395,TkGs8mAfxR,Portable Mixer Freezer Trimmer Edge,"Portable Mixer Freezer Trimmer Edge by Guerra, Lucas and Sanford is a lightweight; rechargeable; premium; wireless product for customers shopping in Women's Clothing.","Pope, Carson and Brooks",Women's Clothing,Spanish
4396,fTJ5itc87J,Compact Mouse Charger Go Max Fast,"Compact Mouse Charger Go Max Fast by Nielsen, Brock and Mccarty is a lightweight; eco-friendly; wireless product for customers shopping in Office Supplies.","Carney, Barnes and Peck",Office Supplies,Spanish
4397,VCivPgHyRl,Advanced Router Freezer Webcam Pro Plus,"Advanced Router Freezer Webcam Pro Plus by Knight-Pugh is a lightweight; wireless; portable; waterproof product for customers shopping in Accessories (Bags, Hats, Belts).","Moore, Miles and Tyler","Accessories (Bags, Hats, Belts)",Spanish
4398,x7PJ7yQJxD,Premium Grill Grill Air Silent,"Premium Grill Grill Air Silent by Santana, Conrad and Forbes is a portable; rechargeable; premium product for customers shopping in Cameras & Accessories.",Ryan LLC,Cameras & Accessories,Portuguese
4399,f7hADzdoLt,Toaster,"Toaster by Kerr-Jennings is a premium; wireless product for customers shopping in Accessories (Bags, Hats, Belts).",Coleman-Horn,"Accessories (Bags, Hats, Belts)",German
4400,sEFHrzPwgx,Pro Mixer Heater Edge Eco Advanced,"Pro Mixer Heater Edge Eco Advanced by Carson, Dixon and Sparks is a premium; rechargeable product for customers shopping in Kitchen Appliances.",Duran-Alvarez,Kitchen Appliances,Portuguese
4401,dDBIaRdfyW,Automatic Tablet Tablet Kettle Mini Mini,Automatic Tablet Tablet Kettle Mini Mini by Henderson LLC is a premium; compact; eco-friendly; lightweight product for customers shopping in Smartwatches.,"Nielsen, Friedman and Kent",Smartwatches,German
4402,bMHm4d5dwi,Portable Camera Heater Webcam,Portable Camera Heater Webcam by Reese Inc is a premium; wireless; lightweight; rechargeable product for customers shopping in Smartwatches.,"Sherman, Mayo and Vargas",Smartwatches,French
4403,JbLIGffixE,Automatic Fan Cooler Vacuum Silent Smart,Automatic Fan Cooler Vacuum Silent Smart by Gill-Hoffman is a premium; waterproof; wireless product for customers shopping in Men's Clothing.,Bender Ltd,Men's Clothing,German
4404,6K42kqyP1B,Compact Fan Max,Compact Fan Max by Perry-Ward is a compact; waterproof product for customers shopping in Women's Clothing.,"Copeland, Buchanan and Sloan",Women's Clothing,Portuguese
4405,IAcCOOq9re,Eco Toaster Scanner Edge,Eco Toaster Scanner Edge by Stanton-Tate is a premium; portable; lightweight; rechargeable product for customers shopping in Kitchen Appliances.,Weaver and Sons,Kitchen Appliances,German
4406,rzxWaju7bp,Treadmill,"Treadmill by Carter Inc is a eco-friendly; lightweight; compact product for customers shopping in Accessories (Bags, Hats, Belts).",Underwood PLC,"Accessories (Bags, Hats, Belts)",French
4407,RpLD5NSkmE,Smart Brush Automatic Digital Max,"Smart Brush Automatic Digital Max by Schaefer, Crosby and Delgado is a lightweight; wireless; portable product for customers shopping in Cleaning Supplies.",Dennis Ltd,Cleaning Supplies,Spanish
4408,SWFuqtLyBj,Mini Watch Premium Eco Compact,"Mini Watch Premium Eco Compact by Quinn, Tapia and Love is a wireless; compact; portable; eco-friendly product for customers shopping in Women's Clothing.",Hodges-Kaiser,Women's Clothing,Spanish
4409,pH61f15T7D,Fast Charger Tablet Brush Eco Ultra,Fast Charger Tablet Brush Eco Ultra by Werner Inc is a waterproof; premium product for customers shopping in Shoes & Footwear.,"Mcconnell, Kim and Hooper",Shoes & Footwear,Portuguese
4410,KWufYelw13,Mini Freezer Silent Digital,"Mini Freezer Silent Digital by Charles, Costa and Lucero is a compact; rechargeable product for customers shopping in Men's Clothing.",Bates-Weeks,Men's Clothing,Dutch
4411,CxKvHhVR7F,Digital Mouse Digital Wireless,Digital Mouse Digital Wireless by Lawrence-Walter is a waterproof; rechargeable; eco-friendly; portable product for customers shopping in Headphones & Earbuds.,"Paul, Elliott and Atkins",Headphones & Earbuds,German
4412,Qa15RmVxZ7,Fast Keyboard Toaster Monitor Max,Fast Keyboard Toaster Monitor Max by Henry-Morales is a compact; eco-friendly; wireless; lightweight product for customers shopping in Fitness Equipment.,Sanchez Ltd,Fitness Equipment,Portuguese
4413,VBzfQVaVgo,Mini Watch Mini X,Mini Watch Mini X by Mcfarland-Lambert is a wireless; portable product for customers shopping in Camping & Hiking.,Campos-Davila,Camping & Hiking,French
4414,WI84GD7Axv,Premium Keyboard Go Touch Digital,Premium Keyboard Go Touch Digital by Sharp PLC is a wireless; premium; lightweight; rechargeable product for customers shopping in Toys & Games.,Hatfield Group,Toys & Games,Italian
4415,gftuCLFslR,Digital Fan Edge,Digital Fan Edge by Zhang PLC is a wireless; premium; lightweight; eco-friendly product for customers shopping in Fishing & Hunting.,"Guerrero, Bailey and Farley",Fishing & Hunting,Dutch
4416,gdFrP6nVhw,Advanced Lamp Blender Drone Edge 360 X,"Advanced Lamp Blender Drone Edge 360 X by Juarez, Washington and Summers is a waterproof; lightweight product for customers shopping in Grooming Tools.","Richards, Young and Huerta",Grooming Tools,Spanish
4417,MwJJ8I5pW0,Advanced Freezer Portable,"Advanced Freezer Portable by Randall, Burnett and Gillespie is a premium; compact product for customers shopping in Fishing & Hunting.","Ritter, Medina and Baird",Fishing & Hunting,German
4418,mZFF1sQ61m,Rechargeable Oven Drone,Rechargeable Oven Drone by Strickland-Robinson is a waterproof; lightweight product for customers shopping in Makeup.,Odom-Vargas,Makeup,German
4419,ULOSRWfvER,Premium Heater Stove Scanner,Premium Heater Stove Scanner by Riggs Group is a lightweight; eco-friendly product for customers shopping in Clothing & Apparel.,Huang and Sons,Clothing & Apparel,Dutch
4420,V1eJBKOtA0,Wireless Oven Scale,"Wireless Oven Scale by Pennington, Bentley and Hamilton is a waterproof; eco-friendly; wireless product for customers shopping in Grooming Tools.",Wise LLC,Grooming Tools,Spanish
4421,PYsOxlWUIx,Compact Iron Monitor Touch,Compact Iron Monitor Touch by Mathews PLC is a eco-friendly; wireless product for customers shopping in Haircare.,Kennedy-Mcmahon,Haircare,Portuguese
4422,dzOFjU8jS3,Portable Stove Blender Oven Digital,Portable Stove Blender Oven Digital by Sherman-Webster is a lightweight; rechargeable; compact; eco-friendly product for customers shopping in Fragrances.,"Long, Vincent and Hopkins",Fragrances,Portuguese
4423,pgxbGYcG17,Lock,Lock by Crosby-Saunders is a eco-friendly; premium; compact product for customers shopping in Fitness Equipment.,Baxter-Chung,Fitness Equipment,Spanish
4424,ZMcKbwr7Yl,Rechargeable Drone Printer Tablet,"Rechargeable Drone Printer Tablet by Phelps, Hardin and Lyons is a compact; rechargeable product for customers shopping in Office Supplies.",Morrison-Rhodes,Office Supplies,French
4425,1VLUrwDRRT,Digital Phone Thermostat Advanced Portable,Digital Phone Thermostat Advanced Portable by Reed and Sons is a waterproof; eco-friendly; rechargeable product for customers shopping in Toys & Games.,"Hart, Stuart and Hodges",Toys & Games,Spanish
4426,Rim4EETcMW,Mini Freezer Rechargeable,Mini Freezer Rechargeable by Mullen-Horn is a wireless; eco-friendly; waterproof; compact product for customers shopping in Headphones & Earbuds.,"Cooke, Benjamin and Krueger",Headphones & Earbuds,French
4427,sdKIEkAEuN,Rechargeable Shaver Drone Automatic,"Rechargeable Shaver Drone Automatic by Fuentes, Andersen and Guerra is a eco-friendly; wireless product for customers shopping in Smartphones.","Rowland, Bradford and Carr",Smartphones,French
4428,Z7YfBQu0CF,Digital Lock,Digital Lock by Perry-Meyer is a eco-friendly; portable; lightweight; compact product for customers shopping in Home Decor.,"Estes, Cross and Quinn",Home Decor,Spanish
4429,SOhsVS4lL4,Clean Lamp Scanner Vacuum Compact Compact Mini,"Clean Lamp Scanner Vacuum Compact Compact Mini by Livingston, Taylor and Ochoa is a portable; lightweight; compact; wireless product for customers shopping in Headphones & Earbuds.",Pittman-Rivera,Headphones & Earbuds,Dutch
4430,fZY3wQJOcX,Pro Scale Headphones Clean Wireless,Pro Scale Headphones Clean Wireless by Edwards-Phelps is a rechargeable; portable; premium product for customers shopping in Books & Stationery.,Kramer LLC,Books & Stationery,French
4431,DawCALpysd,Rechargeable Kettle Pro Eco,Rechargeable Kettle Pro Eco by Jennings-Krueger is a waterproof; premium; lightweight; compact product for customers shopping in Camping & Hiking.,Farmer-Harrell,Camping & Hiking,French
4432,1vQ7EoPdiR,Automatic Freezer Ultra Automatic Lite,Automatic Freezer Ultra Automatic Lite by Duffy Inc is a compact; waterproof; wireless product for customers shopping in Headphones & Earbuds.,Juarez PLC,Headphones & Earbuds,German
4433,omz25vkQFE,Automatic Headphones,Automatic Headphones by Mccullough-Pugh is a lightweight; waterproof; premium product for customers shopping in Furniture.,Ayala Ltd,Furniture,Portuguese
4434,Av3aDTlQKY,Wireless Radio Go,"Wireless Radio Go by Mcdonald, Powell and Merritt is a portable; waterproof; wireless; rechargeable product for customers shopping in Beauty & Personal Care.",Hutchinson-Barr,Beauty & Personal Care,Portuguese
4435,GZMJewe9ZZ,Compact Oven Mouse Cooler Advanced Compact Pro,Compact Oven Mouse Cooler Advanced Compact Pro by Ayala Group is a rechargeable; waterproof product for customers shopping in Office Supplies.,Townsend-Oconnell,Office Supplies,French
4436,ilM3YE4Cl9,Ultra Stove X Lite,Ultra Stove X Lite by Lawrence-Pacheco is a compact; lightweight; rechargeable; eco-friendly product for customers shopping in Shoes & Footwear.,Wolf Group,Shoes & Footwear,German
4437,E42X9Y4C0K,Smart Dock Smart Max,"Smart Dock Smart Max by Eaton Ltd is a wireless; premium product for customers shopping in Accessories (Bags, Hats, Belts).",Mcclain-Phillips,"Accessories (Bags, Hats, Belts)",French
4438,mJ63TDroSS,Smart Fan Lamp Sense Automatic Eco,Smart Fan Lamp Sense Automatic Eco by Rosales-Rubio is a waterproof; lightweight product for customers shopping in Automotive.,"Schmidt, Villa and Holloway",Automotive,Spanish
4439,pugg4oWKHN,Eco Tablet,"Eco Tablet by Browning, Marsh and Faulkner is a premium; lightweight; portable product for customers shopping in Home Decor.","Hall, Lin and Silva",Home Decor,French
4440,EOGggyXSql,Ultra Blender Scale Rechargeable Prime,Ultra Blender Scale Rechargeable Prime by Vaughn PLC is a rechargeable; waterproof; eco-friendly; premium product for customers shopping in Shoes & Footwear.,"Hensley, Owens and Boyle",Shoes & Footwear,German
4441,tU2vcVfA5W,Fast Dock Fast,Fast Dock Fast by Cuevas-Frederick is a compact; rechargeable product for customers shopping in Beauty & Personal Care.,Sanders Ltd,Beauty & Personal Care,Spanish
4442,pFXHn0TyyR,Silent Drone,Silent Drone by Hull-Lutz is a wireless; rechargeable product for customers shopping in Skincare.,Watson Group,Skincare,Dutch
4443,z7ejZG32Sn,Fast Cooler Printer Speaker Pro Rechargeable,Fast Cooler Printer Speaker Pro Rechargeable by Torres-Santiago is a premium; eco-friendly; rechargeable product for customers shopping in Books & Stationery.,Vance-Bright,Books & Stationery,French
4444,SS1wFxgGnT,Tablet Powerbank Blender,"Tablet Powerbank Blender by Bryan, White and Fernandez is a wireless; portable; compact; lightweight product for customers shopping in Fitness Equipment.",Trujillo-Benjamin,Fitness Equipment,Portuguese
4445,E51ZKzdcwW,Digital Printer,Digital Printer by Lutz-Flowers is a waterproof; portable; eco-friendly product for customers shopping in Automotive.,"Wiggins, Ortega and Kline",Automotive,Italian
4446,UzzX8sJ0UO,Portable Watch Grill Wireless Rechargeable,Portable Watch Grill Wireless Rechargeable by Mclaughlin-Kline is a compact; portable; premium; lightweight product for customers shopping in Office Supplies.,"Sweeney, Rivas and Boyd",Office Supplies,Dutch
4447,V9JrO3Z5SY,Pro Keyboard Phone Scanner,"Pro Keyboard Phone Scanner by Jennings, Rodriguez and Castro is a premium; lightweight; portable product for customers shopping in Home & Kitchen.","Petersen, Luna and Coffey",Home & Kitchen,Italian
4448,bsLXQydIFi,Clock Router Fridge,Clock Router Fridge by Underwood-Stein is a lightweight; rechargeable product for customers shopping in Fishing & Hunting.,English Ltd,Fishing & Hunting,Dutch
4449,IfzaWoSryL,Mouse Monitor Phone,Mouse Monitor Phone by Johnston-Duran is a rechargeable; waterproof; compact; wireless product for customers shopping in Toys & Games.,Osborne-Walter,Toys & Games,Dutch
4450,ZtwQRBUpnw,Automatic Trimmer,Automatic Trimmer by Foster Inc is a compact; rechargeable product for customers shopping in Sports & Outdoors.,"Hodges, Stanley and Cole",Sports & Outdoors,Italian
4451,CYvEOanxSn,Smart Webcam Stove Grill Clean Advanced,"Smart Webcam Stove Grill Clean Advanced by Goodwin, Lozano and Gardner is a eco-friendly; compact; portable product for customers shopping in Furniture.",Mayo-Estes,Furniture,Portuguese
4452,QwQWwagYxE,Digital Watch Mini Max,"Digital Watch Mini Max by Mullen, Becker and Mcmillan is a portable; waterproof; wireless product for customers shopping in Grooming Tools.","Bradford, Petty and Boone",Grooming Tools,German
4453,aDGtmSZIl5,Dock Powerbank Speaker,"Dock Powerbank Speaker by Morton, Dickson and Strickland is a premium; portable; compact product for customers shopping in Skincare.",Bonilla-Bradford,Skincare,Spanish
4454,UqhNzgCpAi,Premium Freezer Phone Premium X,Premium Freezer Phone Premium X by Aguilar Group is a eco-friendly; lightweight product for customers shopping in Camping & Hiking.,Gaines-Parsons,Camping & Hiking,Spanish
4455,EoLqcccjxY,Digital Lock Charger Go Edge Smart,"Digital Lock Charger Go Edge Smart by Blake, Holloway and Woodard is a compact; rechargeable; lightweight product for customers shopping in Haircare.","Santos, Farmer and Hutchinson",Haircare,German
4456,Qkt4IAhznz,Grill Trimmer,Grill Trimmer by Burnett-Rivas is a wireless; portable; compact; lightweight product for customers shopping in Cameras & Accessories.,Mayo Ltd,Cameras & Accessories,Italian
4457,C2LYedjDxA,Advanced Camera Heater Webcam,"Advanced Camera Heater Webcam by Kirby, Rangel and Hubbard is a compact; wireless; eco-friendly product for customers shopping in Cleaning Supplies.","Villa, Rios and Humphrey",Cleaning Supplies,Dutch
4458,u4Jemjyyon,Vacuum Router Toaster,"Vacuum Router Toaster by Ferguson, Ryan and Dickerson is a compact; lightweight; premium; wireless product for customers shopping in Bedding & Bath.","Miller, Brooks and Mack",Bedding & Bath,Italian
4459,N5QMDsAp8d,Advanced Heater One Air Smart,Advanced Heater One Air Smart by Li-Schmitt is a eco-friendly; portable; rechargeable product for customers shopping in Toys & Games.,Leon LLC,Toys & Games,French
4460,7KehtsAe4f,Rechargeable Freezer Projector Webcam Portable Pro,Rechargeable Freezer Projector Webcam Portable Pro by Schultz-Cannon is a premium; wireless product for customers shopping in Cameras & Accessories.,Carey LLC,Cameras & Accessories,Spanish
4461,xSMUFFptxb,Eco Dock,Eco Dock by Mathis-Short is a premium; lightweight; eco-friendly; rechargeable product for customers shopping in Makeup.,"Wolf, Kelley and Mendoza",Makeup,German
4462,lfnt4FlPB3,Digital Phone Speaker Blender 360 Pro Smart,Digital Phone Speaker Blender 360 Pro Smart by Hodge PLC is a eco-friendly; portable; lightweight; waterproof product for customers shopping in Toys & Games.,French-Mccann,Toys & Games,Dutch
4463,Kdoh45LNK1,Stove,Stove by Banks-Stevenson is a waterproof; wireless; rechargeable product for customers shopping in Toys & Games.,Lutz-Melendez,Toys & Games,French
4464,5eRTr4i0ay,Silent Brush Cooler Powerbank Smart Digital 360,"Silent Brush Cooler Powerbank Smart Digital 360 by Benjamin, Stevenson and Thornton is a eco-friendly; portable; wireless; waterproof product for customers shopping in Headphones & Earbuds.",Bowen-Guerra,Headphones & Earbuds,German
4465,HizHgLT0Au,Wireless Light Headphones Tablet Wireless Rechargeable Smart,Wireless Light Headphones Tablet Wireless Rechargeable Smart by Watkins-Schwartz is a lightweight; eco-friendly; portable; waterproof product for customers shopping in Home & Kitchen.,"Wiggins, Livingston and Davidson",Home & Kitchen,Portuguese
4466,YzCAFsAUcy,Mouse Treadmill Phone,"Mouse Treadmill Phone by Stevens, Ray and Walters is a lightweight; rechargeable product for customers shopping in Shoes & Footwear.",Carney-Solis,Shoes & Footwear,Spanish
4467,y2fCCIPjuK,Ultra Iron Premium,"Ultra Iron Premium by Barnes, Webb and Gilmore is a eco-friendly; rechargeable; wireless; compact product for customers shopping in Cleaning Supplies.","Kelley, Zuniga and Cordova",Cleaning Supplies,Spanish
4468,ua3kiDnpMs,Mixer Treadmill,Mixer Treadmill by Hebert-Walters is a premium; eco-friendly product for customers shopping in Laptops & Computers.,Glass Inc,Laptops & Computers,Dutch
4469,fNVCoMirE9,Smart Bicycle Clock Lamp Compact Sense X,Smart Bicycle Clock Lamp Compact Sense X by Larsen Inc is a waterproof; premium product for customers shopping in Makeup.,Ewing PLC,Makeup,Italian
4470,tLyoo9zykE,Rechargeable Heater Mixer Shaver Smart,Rechargeable Heater Mixer Shaver Smart by Forbes-Crane is a compact; lightweight; waterproof; wireless product for customers shopping in Automotive.,"Rowe, Joyce and Hester",Automotive,French
4471,k8LHv25EiC,Digital Toaster Scooter Edge Lite Pro,"Digital Toaster Scooter Edge Lite Pro by Chambers, Salinas and Kirk is a premium; waterproof; rechargeable product for customers shopping in Furniture.",Knox-Guzman,Furniture,Portuguese
4472,0zXltSKlq6,Mini Clock Eco Automatic Compact,"Mini Clock Eco Automatic Compact by Bean Ltd is a wireless; eco-friendly; lightweight; compact product for customers shopping in Accessories (Bags, Hats, Belts).","Dalton, Krueger and Durham","Accessories (Bags, Hats, Belts)",Spanish
4473,PLiN3wrBDN,Portable Thermostat Stove Lamp,Portable Thermostat Stove Lamp by Reyes-Decker is a rechargeable; lightweight; waterproof product for customers shopping in Skincare.,"Carroll, Murray and Mullins",Skincare,Dutch
4474,NhNnMmihwH,Fast Dock Trimmer,"Fast Dock Trimmer by Maldonado, Park and Sullivan is a eco-friendly; portable; waterproof; compact product for customers shopping in Health & Wellness.",Chavez-Fritz,Health & Wellness,Dutch
4475,rKS9JQOiYi,Compact Lock Smart,Compact Lock Smart by Cabrera and Sons is a wireless; lightweight; premium product for customers shopping in Kitchen Appliances.,Young Inc,Kitchen Appliances,Dutch
4476,7f92JSePpA,Wireless Watch Camera Lite 360,"Wireless Watch Camera Lite 360 by Roy, Espinoza and Elliott is a wireless; lightweight; waterproof; premium product for customers shopping in Kids' Clothing.",Murray-Wells,Kids' Clothing,Italian
4477,qni6V3Fc7W,Ultra Router Air Silent Prime,Ultra Router Air Silent Prime by Grant PLC is a waterproof; eco-friendly; wireless product for customers shopping in Beauty & Personal Care.,Collins-Eaton,Beauty & Personal Care,Spanish
4478,8wJ7QJa0TH,Fast Scale Clock Advanced Edge Mini,Fast Scale Clock Advanced Edge Mini by Barrera PLC is a eco-friendly; portable product for customers shopping in Cameras & Accessories.,"Mathews, Glenn and Stone",Cameras & Accessories,Spanish
4479,CER1bLO9Fb,Ultra Router Phone Wireless One,Ultra Router Phone Wireless One by Lawson Group is a premium; portable product for customers shopping in Women's Clothing.,Malone-Ellis,Women's Clothing,Portuguese
4480,eyKDNCVP0S,Eco Fridge Camera Plus,Eco Fridge Camera Plus by Clarke LLC is a eco-friendly; premium; rechargeable; wireless product for customers shopping in Cameras & Accessories.,"Guerrero, Mcdowell and Sosa",Cameras & Accessories,German
4481,WHiaCjrJzp,Advanced Treadmill Premium Lite 360,"Advanced Treadmill Premium Lite 360 by Johns, Mcneil and Choi is a premium; eco-friendly product for customers shopping in Cleaning Supplies.",Spears-Bonilla,Cleaning Supplies,Dutch
4482,1LFY5XbdGo,Ultra Scanner Tablet Radio Air Edge,"Ultra Scanner Tablet Radio Air Edge by Moyer, Hood and Pierce is a wireless; compact product for customers shopping in Headphones & Earbuds.",Mckinney-Krause,Headphones & Earbuds,Portuguese
4483,WLM3ztUFNq,Speakerphone Mixer,Speakerphone Mixer by Casey LLC is a eco-friendly; compact; rechargeable product for customers shopping in Laptops & Computers.,Holland PLC,Laptops & Computers,French
4484,54lkZwimXH,Wireless Cooler Vacuum,Wireless Cooler Vacuum by Jacobson Ltd is a eco-friendly; premium product for customers shopping in Home Decor.,Mcfarland Inc,Home Decor,Portuguese
4485,WXM0xTsDJM,Rechargeable Speakerphone Charger Prime,Rechargeable Speakerphone Charger Prime by Cooper-Payne is a rechargeable; premium; lightweight; waterproof product for customers shopping in Books & Stationery.,Simpson-Bradshaw,Books & Stationery,Portuguese
4486,vqG7Wzqaiq,Advanced Phone Grill Smart Air,"Advanced Phone Grill Smart Air by Atkins, Huerta and Heath is a premium; compact; lightweight; waterproof product for customers shopping in Smartphones.","Williams, Watkins and May",Smartphones,French
4487,suJ638mknP,Silent Clock Lock Go Ultra Edge,Silent Clock Lock Go Ultra Edge by Fitzpatrick Inc is a compact; rechargeable product for customers shopping in Cameras & Accessories.,Giles Inc,Cameras & Accessories,Italian
4488,x0zEouSctZ,Rechargeable Shaver Smart Lite Prime,Rechargeable Shaver Smart Lite Prime by Myers-Beasley is a portable; rechargeable; wireless product for customers shopping in Cleaning Supplies.,Schaefer-Rojas,Cleaning Supplies,Italian
4489,xs54MJU5zT,Silent Mixer Drone Fan Air,Silent Mixer Drone Fan Air by Rose-Cummings is a portable; premium; rechargeable; wireless product for customers shopping in Beauty & Personal Care.,Mullins PLC,Beauty & Personal Care,German
4490,4c9toXTJ8b,Fast Keyboard Prime Smart Sense,Fast Keyboard Prime Smart Sense by Brady and Sons is a eco-friendly; premium product for customers shopping in Furniture.,Johnson-Mccullough,Furniture,Dutch
4491,KwANnBNnvJ,Advanced Fridge Printer Mouse X One,Advanced Fridge Printer Mouse X One by Alvarado LLC is a lightweight; rechargeable; portable product for customers shopping in Bedding & Bath.,Middleton Inc,Bedding & Bath,Dutch
4492,QXzdDQbUXJ,Pro Projector Wireless 360 Prime,"Pro Projector Wireless 360 Prime by Roy, Daniel and Koch is a wireless; rechargeable; premium product for customers shopping in Home Decor.",Mueller Inc,Home Decor,Italian
4493,blROIk2Fim,Rechargeable Iron,Rechargeable Iron by Walker-Conway is a wireless; rechargeable; premium; lightweight product for customers shopping in Home Decor.,Waters Inc,Home Decor,Dutch
4494,bY8vzWyUgb,Digital Watch 360 Pro,Digital Watch 360 Pro by Gomez PLC is a premium; compact; wireless product for customers shopping in Sports & Outdoors.,"Duke, Joyce and Oneill",Sports & Outdoors,Dutch
4495,V0HjV8PvWZ,Clean Tablet Lite Max Ultra,"Clean Tablet Lite Max Ultra by Summers, Vang and Garza is a rechargeable; compact; wireless; eco-friendly product for customers shopping in Kitchen Appliances.",Shepard-Malone,Kitchen Appliances,Portuguese
4496,AiPOE3eVwt,Advanced Treadmill Wireless Silent,"Advanced Treadmill Wireless Silent by Aguirre, Tanner and Gardner is a lightweight; rechargeable; premium; eco-friendly product for customers shopping in Women's Clothing.","Barrera, Lara and Fitzpatrick",Women's Clothing,Portuguese
4497,Etr81HZRPf,Automatic Projector Speaker Treadmill Advanced,Automatic Projector Speaker Treadmill Advanced by Reynolds Inc is a portable; premium product for customers shopping in Furniture.,Walton-Wise,Furniture,Dutch
4498,wCoaRGhCFU,Advanced Keyboard Phone Scanner,Advanced Keyboard Phone Scanner by Young-Mcintosh is a lightweight; eco-friendly product for customers shopping in Smartwatches.,"Archer, Lane and Nash",Smartwatches,Spanish
4499,0KWQRZVkkS,Digital Lock,"Digital Lock by Mendez, Levine and Mcdaniel is a premium; compact; wireless; lightweight product for customers shopping in Headphones & Earbuds.",Holden-Mason,Headphones & Earbuds,French
4500,cus8zRHMNX,Rechargeable Webcam Cooker Toaster,Rechargeable Webcam Cooker Toaster by Valentine-Cunningham is a eco-friendly; portable product for customers shopping in Women's Clothing.,Cuevas Group,Women's Clothing,French
4501,WY01pFE8Ov,Bicycle Scooter,"Bicycle Scooter by Mccall, Velasquez and Bean is a eco-friendly; compact; lightweight; waterproof product for customers shopping in Books & Stationery.","Howell, Preston and Reed",Books & Stationery,Italian
4502,TrHKsy46qY,Speaker Router Lamp,"Speaker Router Lamp by Lee, Schwartz and Cain is a wireless; portable product for customers shopping in Kids' Clothing.",Hays PLC,Kids' Clothing,Spanish
4503,LAjTTE2zT7,Clean Lock Portable Wireless,"Clean Lock Portable Wireless by Curry, Bird and Church is a portable; compact product for customers shopping in Furniture.",Rocha and Sons,Furniture,Dutch
4504,JiXWEsKJaL,Smart Mixer Drone Toaster Silent Lite,"Smart Mixer Drone Toaster Silent Lite by Ochoa, Osborne and Logan is a eco-friendly; waterproof; compact product for customers shopping in Fishing & Hunting.",Salinas Group,Fishing & Hunting,Portuguese
